word	freq	syllables	flags	bucket	context
เตรียมพร้อม	2	เตรียม-พร้อม		COMPOSED	กธงศรีมาเตรียมพร้อมทั้งพหลแลม
นางละคร	2	นาง-ละ-คอน		COMPOSED	ลับระเนนนางละครฟ้อนรำยังท
นิ่งเงียบ	2	นิ่ง-เงียบ		COMPOSED	ล้มระเนนนิ่งเงียบเซียบสำเนี
สองใจ	2	สอง-ใจ		COMPOSED	น้องเป็นสองใจ¦มิขออยู่ส
หนีหน้า	2	หนี-หน้า		COMPOSED	สะหรีไม่หนีหน้าต้อนโยธาหุ
ตัดออก	2	ตัด-ออก		COMPOSED	ล้วทูลลาตัดออกมานอกทุ่งพ
บินขึ้น	2	บิน-ขึ้น		COMPOSED	ดินจึงจะบินขึ้นบนไม่พ้นมื
ตายดี	2	ตาย-ดี		COMPOSED	ะตายร้ายตายดีก็ทีหนึ่งโ
ใช้อุบาย	2	ใช้-อุ-บาย		COMPOSED	แผลแก้ไขใช้อุบายทำฟูมฟายชล
ป่าแดง	2	ป่า-แดง		COMPOSED	่ยวมาถึงป่าแดง¦พระอภัยใจ
เหตุนี้	2	เหด-นี้		COMPOSED	เชษฐ์ว่าเหตุนี้เพราะฤทธิ์
เอาตัวรอด	2	เอา-ตัว-รอด		COMPOSED	ะม้วยมอดเอาตัวรอดเถิดท้าวเห
ปล่อยนก	2	ปล่อย-นก		COMPOSED	นผยองนางปล่อยนกผกโผนโจนคะ
ผลประโยชน์	2	ผล-ประ-โยชน์		COMPOSED	นไม่เห็นผลประโยชน์ที่โทษคุณย
ราคาขาย	2	รา-คา-ขาย		COMPOSED	บจินดาตีราคาขายได้เงินให้
ปล่อยปละละเลย	2	ปล่อย-ปะ-ละ-ละ-เลย		COMPOSED	าง้อเจ้าปล่อยปละละเลยทำเฉยได้ไม
ชอบพอ	2	ชอบ-พอ		COMPOSED	ปลอบเห็นชอบพอจะปลูกหอขึ
มากขึ้น	2	มาก-ขึ้น		COMPOSED	มเกิดน้ำมากขึ้นท่วมปากท่ว
ผิดสำแดง	2	ผิด-สำ-แดง		COMPOSED	กับจะจับผิดสำแดงฤทธิ์ราวกั
ประคบ	2	ประ-คบ		COMPOSED	เขาทำครบประคบผงมพระรับข
ผงม	2	ผะ-งะ-มะ		COMPOSED	ครบประคบผงมพระรับขวัญ
คืนดี	2	คืน-ดี		COMPOSED	สุดจะคิดคืนดีเจ้าพี่เอ๋
เช่นเคย	2	เช่น-เคย		COMPOSED	ัวสองเลยเช่นเคยเห็นถึงขัด
ชะเลย	2	ชะ-เลย		COMPOSED	ังตามเคยชะเลยใจเหมือนเป
ติดเชื้อ	2	ติด-เชื้อ		COMPOSED	ฝอยนิดก็ติดเชื้อ¦จะกลับมาห
ชมชอบ	2	ชม-ชอบ		COMPOSED	มมันชื่นชมชอบใจด้วยได้ด
ตระ	2	ตะ-ระ		COMPOSED	งพิงเขนยตระกองเกยช้อน
เล่นพวก	2	เล่น-พวก		COMPOSED	งเครื่องเล่นพวกเต้นรำทั้ง
นายช่าง	2	นาย-ช่าง		COMPOSED	เฉลิมพวกนายช่างทั้งปวงข้า
เลี้ยงโต๊ะ	2	เลี้ยง-โต๊ะ		COMPOSED	ัดเพื่อนเลี้ยงโต๊ะกันด้วยหรร
ได้หน้า	2	ได้-หน้า		COMPOSED	เยื้อนมาได้หน้าตาตั้งปึ่ง
ตาตั้ง	2	ตา-ตั้ง		COMPOSED	นั่งหลับตาตั้งสติแน่วตรง
ประยูรญาติ	2	ประ-ยูน-ยาด		COMPOSED	ฑปอภิวาทประยูรญาติโยคีฤๅษีไส
ตกรถ	2	ตก-รถ		COMPOSED	ักอกพลัดตกรถต้องทำบทวา
กลองโยน	2	กลอง-โยน		COMPOSED	ลองเสียงกลองโยนโขนเมืองผล
นายโรง	2	นาย-โรง		COMPOSED	นองน้ำตานายโรงรำทำบทกำสร
ช้าปี่	2	ช้า-ปี่		COMPOSED	าแล้วรับช้าปี่นอกแกล้งหย
ปรบไก่	2	ปะ-รบ-ไก่		COMPOSED	ำไทยเพลงปรบไก่เทพทองร้อง
ปูน	2	ปู-นะ		COMPOSED	หญิงทิ้งปูนพลูปิดขมับ
ลอยชาย	2	ลอย-ชาย		COMPOSED	ัดหูเดินลอยชายส่ายไหล่ผู
เรือคู่ชัก	2	เรือ-คู่-ชัก		COMPOSED	าไตรจักรเรือคู่ชักดั้งกันผัน
ทางขึ้น	2	ทาง-ขึ้น		COMPOSED	าวาหุโลมทางขึ้นโรมวิสัยเม
น่าเกรงขาม	2	น่า-เกรง-ขาม		COMPOSED	งเกาะเองน่าเกรงขามตีนสิงขรล่
ให้แรง	2	ให้-แรง		COMPOSED	นส่องแสงให้แรงมี¦ทั้งฤกษ
บุตรหญิง	2	บุด-หยิง		COMPOSED	ิ่งสรรพ์บุตรหญิงชายนายด่าน
อาสนะ	2	อา-สะ-นะ		COMPOSED	เสื่อสาดอาสนะพระฤๅษีจุด
ตายตัว	2	ตาย-ตัว		COMPOSED	ายให้ล้มตายตัวจึงหนีรอดช
ต่อให้	2	ต่อ-ให้		COMPOSED	บสู้กูจะต่อให้พ่อลูกจับไ
จริงอยู่	2	จิง-อยู่		COMPOSED	็นหญิงก็จริงอยู่แต่ได้รู้ก
ทั้งวัน	2	ทั้ง-วัน		COMPOSED	เล่นเสียทั้งวันจึงร้องเรี
หน้าเสีย	2	หน้า-เสีย		COMPOSED	แล้วเมินหน้าเสียไม่ดูข้างผ
สุภา	2	สุ-ภา		COMPOSED	มกราบโดยสุภาพกลมเกลียว
บ่ง	2	บ่-งะ		COMPOSED	แสร้งมาแบ่งปัน¦กูก็เป
เป็นหมวดหมู่	2	เป็น-หมวด-หมู่		COMPOSED	ทบรบราหูเป็นหมวดหมู่มากมายทั้ง
ถ้วนหน้า	2	ถ้วน-หน้า		COMPOSED	้งกระบวนถ้วนหน้าตรวจตราพลผ
กระพือปีก	2	กระ-พือ-ปี-กะ		COMPOSED	วลัดหลีกกระพือปีกบินเร่ขึ้น
มุ่งร้าย	2	มุ่ง-ร้าย		COMPOSED	่ารบพุ่งมุ่งร้ายเมื่อภายหล
บังตา	2	บัง-ตา		COMPOSED	้มนตรากำบังตาล่องหนทั้ง
ชักศพ	2	ชัก-สบ		COMPOSED	้นบนมณฑปชักศพไปทำบุญให้
สุมไฟ	2	สุ-มะ-ไฟ		COMPOSED	ิงรุมดังสุมไฟ¦โยงผ้าขาว
ผมหงอก	2	ผะ-มะ-หะ-งะ-อก		COMPOSED	าเหลาตอกผมหงอกขาวเป็นชาย
ขัดแข็ง	2	ขัด-แข็ง		COMPOSED	พัทธ์ไม่ขัดแข็งจะแทนบุญคุ
เลี้ยงส่ง	2	เลี้ยง-ส่ง		COMPOSED	เหล่าพี่เลี้ยงส่งโคมเคียงข้
หน้าตาย	2	หน้า-ตาย		COMPOSED	ะขอลาก้มหน้าตายอยู่ก็อายไ
ลมสลาตัน	2	ลม-สะ-ลา-ตัน		COMPOSED	บนดาดฟ้าลมสลาตันผันพัดหันเ
อย่างใจ	2	อย่าง-ใจ		COMPOSED	ม่เหมือนอย่างใจนึกยิ่งตรึ
เป็นใจ	2	เป็น-ใจ		COMPOSED	ฬปราศรัยเป็นใจความ¦บาทหล
น้ำลง	2	น้ำ-ลง		COMPOSED	รีมันลุยน้ำลงมาไม่ช้าที
ทวาทศ	2	ทะ-วา-ทด		COMPOSED	นดินทั้งทวาทศราศีทั้งพร
คุณไสย	2	คุน-ไสย		COMPOSED	ันแปรแก้คุณไสยรู้เล็ดลอด
ผลดี	2	ผล-ดี		COMPOSED	นทำนาได้ผลดีรู้ที่ทำ¦ห
ตำราเรียน	2	ตำ-รา-เรียน		COMPOSED	กรกินปลาตำราเรียนแล้วฝึกไพร
แก้วผลึก	2	แก้ว-ผะ-ลึก		COMPOSED	อมตละแววแก้วผลึกบ้างเหมือน
คืนหนึ่ง	2	คืน-หนึ่ง		COMPOSED	วเก็จมา¦คืนหนึ่งเจ้าพารานิ
หยิบผิด	2	หยิบ-ผิด		COMPOSED	ทรงศรยังหยิบผิดคิดการจะรา
พูดถึง	2	พูด-ถึง		COMPOSED	มิให้ใครพูดถึงโคตรเพชรหั
ตาก	2	ตา-กะ		COMPOSED	ควักข้าวตากฝากตาภาษาม
มีเจ้าของ	2	มี-เจ้า-ของ		COMPOSED	องของเขามีเจ้าของอย่าได้ปอง
ชะล่า	2	ชะ-ล่า		COMPOSED	ธุ์ภัสดาชะล่าลามเป็นธุร
เป็นธุระ	2	เป็น-ทุ-ระ		COMPOSED	ชะล่าลามเป็นธุระผู้บำรุงกร
พันธมิตร	2	พัน-ทะ-มิด		COMPOSED	ุติธรรม์พันธมิตร¦เป็นธุระผ
ชั้นลูก	2	ชั้น-ลูก		COMPOSED	ล่สังหารชั้นลูกอ่อนนอนฟูก
ล่องเรือ	2	ล่อง-เรือ		COMPOSED	กลือแล้วล่องเรือรีบข้ามแล่
ปะปนกัน	2	ปะ-ปน-กัน		COMPOSED	ายว่ายวนปะปนกัน¦เรือยุขัน
ตั้งตรง	2	ตั้ง-ตรง		COMPOSED	เล็มเข็มตั้งตรงลังกาแล้วร
เบาแรง	2	เบา-แรง		COMPOSED	งเขาค่อยเบาแรงต่อรุ่งแจ้
คู่บุญ	2	คู่-บุญ		COMPOSED	ลังกาที่คู่บุญรุ่นราวสาว
กราบพระ	2	กราบ-พระ		COMPOSED	้วมานั่งกราบพระองค์ทรงสิก
นอกครู	2	นอก-ครู		COMPOSED	งว่าอ้ายนอกครูทำจู่โจม¦ถ
ตื่นตาย	2	ตื่น-ตาย		COMPOSED	นต้องแตกตื่นตายเป็นไม่เห็
ถึงที่ตาย	2	ถึง-ที่-ตาย		COMPOSED	้งปวงนี้ถึงที่ตาย¦เหมือนถอด
ตราชู	2	ตรา-ชู		COMPOSED	ลายหีบดูตราชูมี¦ถึงเมือ
ช่องทาง	2	ช่อง-ทาง		COMPOSED	่หุบห้องช่องทางเที่ยววางค
ทางตัด	2	ทาง-ตัด		COMPOSED	ะว่าพลางทางตัดใบตองอ่อนม
ชักช้า	2	ชัก-ช้า		COMPOSED	งจะแกล้งชักช้าน่ารำคาญ¦ศ
ตลับ	2	ตะ-ลับ		COMPOSED	รื่องทุบตลับเล็กน้อยต่
รังแก	2	รัง-แก		COMPOSED	น่าชังทำรังแกจะมาแต่ไหน
ตั้งแต่นี้ไป	2	ตั้ง-แต่-นี้-ไป		COMPOSED	วแม่เถิดตั้งแต่นี้ไปฉันไม่ว่าถ
คันปาก	2	คัน-ปาก		COMPOSED	อกฉากยังคันปากยิบอยู่ไม่
หาญกล้า	2	หาน-กล้า		COMPOSED	กละหม่านหาญกล้าต้องอาวุธล
เสียหู	2	เสีย-หู		COMPOSED	พนาสัณฑ์เสียหูตาขาแข้งถู
เมื่อคืนนี้	2	เมื่อ-คืน-นี้		COMPOSED	นับหมื่นเมื่อคืนนี้จะรีบตีตาม
เลือดสาด	2	เลือด-สาด		COMPOSED	่นฟันฟาดเลือดสาดโซมขับสิงห
หลังกับ	2	หลัง-กับ		COMPOSED	เล่าความหลังกับมังคลา¦อ้า
ดาม	2	ดา-มะ		COMPOSED	ผลผลาบรรดามีมาตั้งที่
เจ้ากู	2	เจ้า-กู		COMPOSED	ทีนี้ยับเจ้ากูจับจำไว้ทั
ให้กำเนิด	2	ให้-กำ-เหนิด		COMPOSED	ลูกในไส้ให้กำเนิดได้เกิดมาค
ทองหยิบ	2	ทอง-หยิบ		COMPOSED	่าปี่ฉวยทองหยิบบีบขยี้เข้
ลับหน้า	2	ลับ-หน้า		COMPOSED	พลขันธ์กลับหน้าเข้าราวี¦ย
หค	2	หะ-คะ		COMPOSED	บ้างหันเหคลื่นกระแทก
กรัง	2	กะ-รัง		COMPOSED	กะเรียนนกรังนานคับแคขา
แกงร้อน	2	แก-งะ-ร้อน		COMPOSED	ต่ล้วนดีแกงร้อนหมี่หมูต้ม
ก้มตัว	2	ก้ม-ตัว		COMPOSED	รณ์ชลีกรก้มตัวกราบผัวขวั
แม่นาง	2	แม่-นาง		COMPOSED	จึงบัญชาแม่นางมาลีนะนางล
หมอยา	2	หมอ-ยา		COMPOSED	้ทดลองทำหมอยาผ่าฝีหุงสี
เหลือมือ	2	เหลือ-มือ		COMPOSED	งลือเห็นเหลือมือจะไม่ได้ดั
ปีระกา	2	ปี-ระ-กา		COMPOSED	ำความได้ปีระกามารดาตายบิ
สวนดอกไม้	2	สะ-วน-ดอก-ไม้		COMPOSED	ี่ชี้บอกสวนดอกไม้เรามิได้หน
กลางเมือง	2	กลาง-เมือง		COMPOSED	เสียบไว้กลางเมืองให้เลื่องล
ทอดถอนใจ	2	ทอด-ถอน-ใจ		COMPOSED	ิดามารดาทอดถอนใจ¦ถือเทียนธ
ที่สี่	2	ที่-สี่		COMPOSED	ศีรษะปักที่สี่กั๊กท่ามกล
ขวางกั้น	2	ขวาง-กั้น		COMPOSED	กกลางมือขวางกั้นต่างประคอง
เป็นอยู่	2	เป็น-อยู่		COMPOSED	วดเลยเคยเป็นอยู่เช่นนี้แล้
ลือชาปรากฏ	2	ลือ-ชา-ปรา-กด		COMPOSED	รติยศได้ลือชาปรากฏไม่อดสูแต่
น่าดู	2	น่า-ดู		COMPOSED	างย่าไม่น่าดูปู่ไปอยู่ค
เต็มกลืน	2	เต็ม-กลืน		COMPOSED	ดเค็มที่เต็มกลืนอย่าคายคืน
สมัน	2	สะ-มัน		COMPOSED	รกองกิเลสมันย่อมทำให้ร
ฝังศพ	2	ฝัง-สบ		COMPOSED	ธานีแล้วฝังศพกลบหลุมประ
หมอผี	2	หมอ-ผี		COMPOSED	วบุรีว่าหมอผีลอบเข้ามาฆ
เหลือขอ	2	เหลือ-ขอ		COMPOSED	เหื่อที่เหลือขอจะลักหลับจ
ลักหลับ	2	ลัก-หลับ		COMPOSED	หลือขอจะลักหลับจับต้องประ
ภาษามนุษย์	2	พา-สา-มะ-นุด		COMPOSED	บกัน¦รู้ภาษามนุษย์สุดประเทศด
ครองเมือง	2	ครอง-เมือง		COMPOSED	่ายฝรั่งครองเมืองลังกาจิตคิ
ราปีก	2	รา-ปี-กะ		COMPOSED	าบถาร่อนราปีกฉวยโฉบฉีกน
ญาติโยม	2	ยาด-โย-มะ		COMPOSED	ปบิณฑบาตญาติโยมทั้งปวงไปจ
ขึ้นคอ	2	ขึ้น-คอ		COMPOSED	งค์ทรงขอขึ้นคอช้างพวกขุน
แตกกัน	2	แตก-กัน		COMPOSED	้วหัวแขกแตกกันดูเปิดประต
เชิงเนิน	2	เชิง-เนิน		COMPOSED	ค์ธิดาบนเชิงเนินทำให้มีที่
ขันสู้	2	ขัน-สู้		COMPOSED	สหายช่างขันสู้แขกเหรื่อเ
ริมน้ำ	2	ริม-น้ำ		COMPOSED	่งตั้งทำริมน้ำไหลยาวสามเ
ฆ่าตัวตาย	2	ฆ่า-ตัว-ตาย		COMPOSED	ินทาจะขอฆ่าตัวตายด้วยอายใจ¦
นางฟ้า	2	นาง-ฟ้า		COMPOSED	อเสือถึงนางฟ้ามาสนิทมาชิ
ผลี	2	ผะ-ลี		COMPOSED	่นี่อย่าผลีผลามจงจำคำ
สาระ	2	สา-ระ		COMPOSED	ือครูโกงสาระยำทำวิบัติ
ขัดคอ	2	ขัด-คอ		COMPOSED	ือมาข้องขัดคอยปัดมือประ
แตกแยก	2	แตก-แยก		COMPOSED	กม้นก็จะแตกแยกกันไปเราแห
โดยจริง	2	โดย-จิง		COMPOSED	้วยภักดีโดยจริงทุกสิ่งอัน
ชี้ชวน	2	ชี้-ชวน		COMPOSED	ัสสรแล้วชี้ชวนชมนภาดาราก
ขนลุก	2	ขน-ลุก		COMPOSED	์เข่าคุกขนลุกเกรียวกราบ
เพื่อนบ้าน	2	เพื่อน-บ้าน		COMPOSED	์วงศ์วานเพื่อนบ้านช่องเอาสิ่
นานมาแล้ว	2	นาน-มา-แล้ว		COMPOSED	นหินศิลานานมาแล้วดูเป็นแก้ว
อันธ	2	อัน-ทะ		COMPOSED	กิดโรคันอันธการคนประมา
คนเรา	2	คน-เรา		COMPOSED	บอกต้นหนคนเราแวะเข้าดูเ
ความนำ	2	ความ-นำ		COMPOSED	องลอกข้อความนำอักษรไปกรา
แขกเมือง	2	แขก-เมือง		COMPOSED	้ไปหาพวกแขกเมืองได้รู้เรื่
กระชิง	2	กระ-ชิง		COMPOSED	นหนาฉัตรกระชิงกลิ้งกลดรจ
ประตูเมือง	2	ประ-ตู-เมือง		COMPOSED	ของกูปิดประตูเมืองนรกไม่ตกเล
เดินเรือ	2	เดิน-เรือ		COMPOSED	นแล้วรีบเดินเรือมาในสาคร¦ไ
สิงหราช	2	สิ-งะ-หะ-ราด		COMPOSED	รือไกรสรสิงหราชสะอาดตา¦คร
คู่เคียงเรียงหมอน	2	คู่-เคียง-เรียง-หมอน		COMPOSED	กฏไปแม้นคู่เคียงเรียงหมอนแต่ก่อนสร้
พอประมาณ	2	พอ-ประ-มาน		COMPOSED	ยโปรยช่อพอประมาณในท้องธารไ
คุมตัว	2	คุม-ตัว		COMPOSED	ดามีแล้วคุมตัวนายโจรเข้า
เต็มรัก	2	เต็ม-รัก		COMPOSED	กเข็มนี้เต็มรักจะเคียงพัก
เป็นแผล	2	เป็น-แผล		COMPOSED	าเห็นว่าเป็นแผลใช่ไกลใกล้
เมืองเปิด	2	เมือง-เปิด		COMPOSED	วานพวกในเมืองเปิดประตูกรูกั
ยิงประตู	2	ยิง-ประ-ตู		COMPOSED	าปืนใหญ่ยิงประตูกรูกันเข้า
ขัดตาทัพ	2	ขัด-ตา-ทับ		COMPOSED	ขึ้นป้อมขัดตาทัพไว้รับรองป
ของ้าว	2	ขอ-ง้าว		COMPOSED	รงพระแสงของ้าวแวววาวตาขึ
จำบัง	2	จำ-บัง		COMPOSED	ระยาพลายจำบังที่นั่งทรง
สนามรบ	2	สะ-นาม-รบ		COMPOSED	่ท่าข้ามสนามรบเห็นแต่ศพน
ปากแข็ง	2	ปาก-แข็ง		COMPOSED	ารำภานี่ปากแข็งเจ้าจะแกล้
เสียงคราง	2	เสียง-คราง		COMPOSED	้าหักผางเสียงครางครวญพายุป่
ดูหนังสือ	2	ดู-หนัง-สือ		COMPOSED	านท่านจงดูหนังสือชื่ออาจารย
การบ้าน	2	กาน-บ้าน		COMPOSED	ปไม่ต้องการบ้านเมืองเอาแต
ริมถนน	2	ริม-ถะ-หนน		COMPOSED	านแถวทิมริมถนนบ้านเศรษฐี
ผู้เรียน	2	ผู้-เรียน		COMPOSED	ามรู้แก่ผู้เรียนเป็นอาเกีย
คิดในใจ	2	คิด-ใน-ใจ		COMPOSED	คนตามพรูคิดในใจไว้เห็นสมอ
ทันท่วงที	2	ทัน-ท่วง-ที		COMPOSED	าบาทหลวงทันท่วงที¦กับทั้งท้
ษนง	2	สะ-นะ-งะ		COMPOSED	่างนุชบุษนงทั้งสององค
เกิดเรื่อง	2	เกิด-เรื่อง		COMPOSED	ในทิศามาเกิดเรื่องป่วยไข้ให้
ลำบากยากเย็น	2	ลำ-บาก-ยาก-เย็น		COMPOSED	กรำคาญจะลำบากยากเย็นด้วยเป็นหญ
ทำนายทายทัก	2	ทำ-นาย-ทาย-ทัก		COMPOSED	าเถรท่านทำนายทายทักประจักษ์เจ
นางบำเรอ	2	นาง-บำ-เรอ		COMPOSED	้อมยุพินนางบำเรอเสนอเรียง¦
ความจริงจัง	2	ความ-จิง-จัง		COMPOSED	ตามคงได้ความจริงจังในลังกา¦เร
อันธพาล	2	อัน-ทะ-พาน		COMPOSED	าะเป็นคนอันธพาลสันดานดึงพ
เสียตา	2	เสีย-ตา		COMPOSED	ญครางที่เสียตาเมียพาไปแอ
การผูก	2	กาน-ผูก		COMPOSED	นแล้วคิดการผูกพยนต์มนต์ค
นานนม	2	นาน-นม		COMPOSED	้าวรานมานานนมเห็นไม่สมค
หนาวเย็น	2	หนาว-เย็น		COMPOSED	หลวงนั่งหนาวเย็นทุกเส้นขนใ
คับใจ	2	คับ-ใจ		COMPOSED	่หลับมันคับใจ¦ตั้งแต่ทำ
ขนพอง	2	ขน-พอ-งะ		COMPOSED	นาวล้นจนขนพองเห็นจะต้อง
สนาน	2	สะ-นาน		COMPOSED	งไศลพวกเสนานักสิทธ์เดิ
ตัวต่อ	2	ตัว-ต่อ		COMPOSED	วอย่าถือตัวต่อชายจะหน่าย
ตาขวาง	2	ตา-ขวาง		COMPOSED	ด่านัยน์ตาขวางไม่รู้จักก
ถลากถลำ	2	ถะ-ลาก-ถะ-ลำ		COMPOSED	ผีอดอยากถลากถลำคอยเรือลงต
การพลี	2	กาน-พะ-ลี		COMPOSED	าศาลตั้งการพลี¦สามพระหน่
เสียงพูด	2	เสียง-พูด		COMPOSED	ีสำเนียงเสียงพูดจาพวกที่มา
ต้นขา	2	ต้น-ขา		COMPOSED	นหยัดดัดต้นขากูจะพาไปแจ
เสียอารมณ์	2	เสีย-อา-รม		COMPOSED	ดถึงเมียเสียอารมณ์ลงนั่งตรมต
เสียเที่ยว	2	เสีย-เที่ยว		COMPOSED	วัดกำจัดเสียเที่ยวเคาะเขี่ยอ
ฝูงชน	2	ฝูง-ชะ-นะ		COMPOSED	บำรุงแก่ฝูงชน¦ชีวิตกูอย
ปากกล้า	2	ปาก-กล้า		COMPOSED	นถือสาราปากกล้าแข็งแต่ล้ว
สิ้นสังขาร	2	สิ้น-สัง-ขาน		COMPOSED	มากคนกินสิ้นสังขาร์จงรีบไปตา
คนชั่ว	2	คน-ชั่ว		COMPOSED	จะคิดให้คนชั่วมันกลัวเกร
ชักดาบ	2	ชัก-ดาบ		COMPOSED	ระหนาบแกชักดาบคอยสกัดจะต
ดับลม	2	ดับ-ลม		COMPOSED	าสูดดมพอดับลมเวียนศีรษะ
ตามบุญตามกรรม	2	ตาม-บุญ-ตาม-กำ		COMPOSED	งมัจฉาก็ตามบุญตามกรรมได้ทำมาพระ
อุไร	2	อุ-ไร		COMPOSED	องรองทองอุไรพลางสอดใส่
การชิง	2	กาน-ชิง		COMPOSED	ไปให้ได้การชิงเอาด่านท้า
มิตรสหาย	2	มิด-สะ-หาย		COMPOSED	่วทุกทิศมิตรสหายเชิญผันผาย
กระเรียนร้อง	2	กระ-เรียน-ร้อง		COMPOSED	ส่องเมฆากระเรียนร้องก้องดงพลาง
ผู้ช่วย	2	ผู้-ช่วย		COMPOSED	ด้วยเป็นผู้ช่วยตรองความตา
ถึงชีวิต	2	ถึง-ชี-วิด		COMPOSED	มิได้คิดถึงชีวิตชีวังจะสัง
ยุทธ	2	ยุ-ทะ-ทะ		COMPOSED	รับสัประยุทธ์โยนชุดไฟแ
ลำลอง	2	ลำ-ลอง		COMPOSED	กันทำแต่ลำลองกูตรึกตรอง
หน้าฝน	2	หน้า-ฝน		COMPOSED	เนิ่นนานหน้าฝนสิจนใจ¦ครั
ดีงาม	2	ดี-งาม		COMPOSED	าปีรูปดีดีงามงามสักสามพ
เจ็บร้อน	2	เจ็บ-ร้อน		COMPOSED	กก่อนไม่เจ็บร้อนหรือกระไรไ
เมาเหล้า	2	เมา-เหล้า		COMPOSED	ุรากินจนเมาเหล้าหมดเป็นสี่
คนละอย่าง	2	คน-ละ-อย่าง		COMPOSED	มีวิชาดีคนละอย่างทางณรงค์¦ส
ดูใจ	2	ดู-ใจ		COMPOSED	ขยถองลองดูใจมันจะไปฟ้อ
รูปคน	2	รูบ-คน		COMPOSED	กลับเป็นรูปคนให้อั้นอ้น
สาละวน	2	สา-ละ-วน		COMPOSED	ามันพาคนสาละวนกาลีมีเข้า
รู้ทัน	2	รู้-ทัน		COMPOSED	ผูกพันกูรู้ทันมึงดอกบอกจ
คุณหญิง	2	คุน-หยิง		COMPOSED	ึ่งบุญในคุณหญิงจะมาพูดเกเ
สีหน้า	2	สี-หน้า		COMPOSED	บพ่อตาดูสีหน้าก็รู้ทุกผู
ข้าวแตก	2	ข้าว-แตก		COMPOSED	บราวหม้อข้าวแตกจะมาแบกตุ่
ระดา	2	ระ-ดา		COMPOSED	ำรับจับกระดาษที่วาดเขี
ลูกปัด	2	ลูก-ปัด		COMPOSED	ส่สังวาลลูกปัดจัดประจง¦ใ
วิ่งเล่น	2	วิ่ง-เล่น		COMPOSED	ิ่งหนีไปวิ่งเล่นอยู่ในคูหา
ปิดปาก	2	ปิด-ปาก		COMPOSED	ันช่วยไปปิดปากถ้ำที่สำคั
กรมกรอม	2	กะ-รม-กะ-รอ-มะ		COMPOSED	รมณ์นั้นกรมกรอมแต่คิดอ่าน
ละอองฝน	2	ละ-ออง-ฝน		COMPOSED	ฟูพ่นฟองละอองฝนฝูงพิมพาพา
กรกฎ	2	กอ-ระ-กด	syllable count differs (ssg 2 vs w2p 3)	REVIEW	ร่วมธาตุกรกฎกำหนดหวังเ
กลเม็ด	2	กน-ละ-เม็ด	syllable count differs (ssg 2 vs w2p 3)	REVIEW	เตาเสร็จกลเม็ดหลายหลากมา
ค้อนควัก	2	ค้น-ควัก	sound mismatch @1 (ค้อน vs ค้น)	REVIEW	ำเลืองแลค้อนควักพะวักพะวน¦
จวบจน	2	จวบ-จน	ssg splits more than override (3 vs 2)	REVIEW	ะชาชนประจวบจนประเดี๋ยวน
ด้วงโสน	2	ด้วง-สะ-โหน	syllable count differs (ssg 2 vs w2p 3)	REVIEW	ยำมะม่วงด้วงโสนแกงปลาไหลไ
ตรลบ	2	ตระ-หลบ	sound mismatch @1 (ตร vs ตระ)	REVIEW	องเล่นบุตรลบพลบค่ำต้อง
นภดล	2	นบ-พะ-ดน	syllable count differs (ssg 2 vs w2p 3)	REVIEW	ดมัวทั่วนภดล¦เสนาะดังส
นภศูล	2	นบ-พะ-สูน	syllable count differs (ssg 2 vs w2p 3)	REVIEW	าเวหาหาวนภศูลแสงแก้วดูแ
พฤฒิ	2	พรึด-ทิ	sound mismatch @1 (พฤ vs พรึด)	REVIEW	นผู้ใหญ่พฤฒิพราหมณ์นาม
สยมภุ์	2	สะ-หยม	sound mismatch @1 (สย vs สะ)	REVIEW	มีแต่พระสยมภุ์ตระกูลพรหม
เจ๋อเจ๊อะ	2	เจ๋อ-เจ๊อะ	ssg splits more than override (3 vs 2)	REVIEW	ล้วยังทำเจ๋อเจ๊อะสเออะดวง¦ใ
เทพนม	2	เทบ-พะ-นม	syllable count differs (ssg 2 vs w2p 3)	REVIEW	ุ่งยกทองเทพนมดูคมขำเข็ม
เหยาะย่าง	2	เหยะ-ย่าง	sound mismatch @1 (เหยาะ vs เหยะ)	REVIEW	ลดม้าพยศเหยาะย่างตามทางมา¦แ
เอน็จ	2	อะ-เหน็ด	sound mismatch @1 (เอ vs อะ);sound mismatch @2 (น็จ vs เหน็ด)	REVIEW	ำเร็จนึกเอน็จอนาถใจหลาย
โกกเกก	2	โกก-เกก	ssg splits more than override (3 vs 2)	REVIEW	่วตัวเอกโกกเกกโกง¦ทำเช่น
โพระดก	2	โพ-ระ-ดก	syllable count differs (ssg 2 vs w2p 3)	REVIEW	กระลุมพูโพระดกโฮกปกเสียง
พินท	2	พิน-ทะ	sound mismatch @1 (พิ vs พิน);sound mismatch @2 (นท vs ทะ)	REVIEW	งหวัดปัถพินทั้งคงทนมนต
ย้อนกลับ	1	ย้อน-กลับ		SKIP	ล่าทัพจะย้อนกลับไปไม่ได้ดั
พร่ง	1	พร่ง		SKIP	กูสอนค่ำพร่งนี้จะได้ตี
ระส่ำระสาย	1	ระ-ส่ำ-ระ-สาย		SKIP	้เจ็บช้ำระส่ำระสายเฮ้ยอ้ายท้
ปัส	1	ปัส		SKIP	ดใส่หมวกปัสวะหล่ำงามน
โหมดเทศ	1	โหมด-เทศ		SKIP	เช็ดหน้าโหมดเทศข้างเพศตัว
