word	syllables	flags	context
พระจันทร์	พระ-จัน		กอุราโอ้พระจันทร์อันสว่างกล
มิหนำซ้ำ	มิ-หนำ-ซ้ำ		ิจจาแล้วมิหนำซ้ำเอาไม้เท้า
ประชด	ประ-ชด		บบ้างทางประชดอดไม่ได้เข
วนเวียน	วน-เวียน		เพียรไม่วนเวียนตั้งมั่นใน
โปรยปราย	โปรย-ปราย		พิรุณโรยโปรยปรายเป็นสายสาด
สรวลเส	สวน-เส		คนชวนกันสรวลเสเพราะรู้กล
ก็ดี	ก็-ดี		่คนผู้ดูก็ดีไม่มีทุกข์
อดออม	อด-ออม		ข์ตรอมจงอดออมเสียกูเห็น
แกล้งทำ	แกล้ง-ทำ		บิดาแล้วแกล้งทำสำออยตะบอย
ประพาส	ประ-พาด		หมราชพระประพาสนกไม้ในไพร
ทักษิณ	ทัก-สิน		หว่างทางทักษิณถึงกำปั่นล
ดังหนึ่ง	ดัง-หนึ่ง		ะองค์แดงดังหนึ่งตำลึงงอม¦เ
เปล่าเปลี่ยว	เปล่า-เปลี่ยว		เจียวให้เปล่าเปลี่ยวฟั่นเฟือนเ
กระโจม	กระ-โจม		ึกโหมคอยกระโจมตีตัดจัดทห
ทั้งสิ้น	ทั้ง-สิ้น		แขกฝรั่งทั้งสิ้นพลอยยินดีฝ
โตรก	โต-รก		บรรพ์ที่โตรกตรอกงอกง้ำ
สิบสอง	สิบ-สอง		าถ้วนยี่สิบสองนัดให้ยาตร
ลมแดง	ลม-แดง		้องระลอกลมแดงก็แพลงไถลอ
อิสาน	อิ-สาน		ืดมิดทิศอิสานเข้าบังดวง
ล้มกลิ้ง	ล้ม-กลิ้ง		าขรัวนายล้มกลิ้งลงนิ่งแน่ห
ข้าวสาร	ข้าว-สาน		กลางเรือข้าวสารเกลือเทใส่
อาทิตย์	อา-ทิด		ังแสงพระอาทิตย์ดั่งจิตจงเ
พะแนง	พะ-แนง		มูหันไก่พะแนงแกงเกาเหลา
ของหวาน	ของ-หวาน		านทองใส่ของหวานแว่นวิเชีย
กระหึม	กระ-หึม		ันดอนโห่กระหึมครึ้มครวญแ
ลูกเลี้ยง	ลูก-เลี้ยง		ยความรักลูกเลี้ยงเพียงชีวาเ
ขาดคำ	ขาด-คำ		วระวังพอขาดคำลมหวนป่วนเ
ตายใจ	ตาย-ใจ		อุบายให้ตายใจจำจะปล่อยใ
มีฤทธิ์	มี-ริด		¦พระโยคีมีฤทธิ์ประสิทธิ์เ
เนื้อตัว	เนื้อ-ตัว		หลับทั่วเนื้อตัวแข็งกำลังห
นายพล	นาย-พน		ทั้งไพร่นายพลนิกายรวมรอ
หลบเลี่ยง	หลบ-เลี่ยง		่อยถอยรบหลบเลี่ยงอยู่เรียงร
ยับย่อย	ยับ-ย่อย		เรือบุรียับย่อยทั้งร้อยลำ
ตาราง	ตา-ราง		่งให้ขึงตารางเหล็กลำละผ
ลูกปืน	ลูก-ปืน		นชั้นกันลูกปืนในภูมิพื้น
เสียหลาย	เสีย-หลาย		เหน็บตายเสียหลายพันพอเขียน
ปรางค์ปรา	ปราง-ปรา		สด็จขึ้นปรางค์ปราทูลกิจจากั
ไม่เป็นไร	ไม่-เป็น-ไร		นยังก่อนไม่เป็นไรในตำราอย่า
สิ้นบุญ	สิ้น-บุน		สมัยเจ้าสิ้นบุญสูญแล้วแคล
เกลื่อนกล่น	เกลื่อน-กล่น		าพลาพลมาเกลื่อนกล่นในพระลานชา
ไว้ใจ	ไว้-ใจ		่งแบกโง่ไว้ใจกระสันด้วย
ให้ทาน	ให้-ทาน		โปรยเงินให้ทานตามย่านทาง
คงกระพัน	คง-กระ-พัน		ข้าณรงค์คงกระพันให้แจกกันแ
เหินห่าง	เหิน-ห่าง		าะกูอยู่เหินห่างต่างนครจะเ
นักพรต	นัก-พรด		ีตามวิธีนักพรตหมดทุกองค์
รายรอบ	ราย-รอบ		เอาฝาปิดรายรอบไว้ชอบกลสำ
สะกด	สะ-กด		สกคาถายาสะกดได้กลิ่นรส
แพร่งพราย	แพร่ง-พราย		งแถลงไม่แพร่งพรายเราดูสายน้
เล่าเรียน	เล่า-เรียน		ัวหมองจะเล่าเรียนไม่ใคร่ได้
ป้องปัด	ป้อง-ปัด		ขนชุลมุนป้องปัดล้วนจัดเจน
ตะแคง	ตะ-แคง		ัดแวงล้มตะแคงตายไปเป็นห
หนุ่มสาว	หนุ่ม-สาว		เทโพ¦พวกหนุ่มสาวกราวกรูกัน
ละมุน	ละ-มุน		ไฟผิงมันละมุนอุ่นสวาทเม
โลหิต	โล-หิด		วดื่มสายโลหิตสนิทสนมจนอ
สะอึกสะอื้น	สะ-อึก-สะ-อื้น		ร่ำรำลึกสะอึกสะอื้นดังเสียงคล
อาญาสิทธิ์	อา-ยา-สิด		กับธงแดงอาญาสิทธิ์ถือติดมือ¦
อานุภาพ	อา-นุ-พาบ		งนารายณ์อานุภาพไปปราบมารท
หยาบช้า	หยาบ-ช้า		ำจ้วงจาบหยาบช้าสารพัดพระผ
ธากา	ทา-กา		ตนทั้งโยธาการะเวกเมือง
ส่งภาษา	ส่ง-พา-สา		ห้เข้ามาส่งภาษาขอเหล้าให้
พะยอม	พะ-ยอม		ทิวไปยางพะยอมค้อมคู้ฤดู
รุ่งเรือง	รุ่ง-เรือง		้บำรุงก็รุ่งเรือง¦พอเห็นดวง
สักที	สัก-ที		ักถูกแต่สักทีทั้งขี่สิง
ถือเป็น	ถือ-เป็น		ิกอยากจะถือเป็นฤๅษีจะถือศ
ความสัตย์	ความ-สัด		ยผงเพราะความสัตย์มิได้ถือให
เคราะห์ร้าย	เคราะ-ร้าย		รพวกทหารเคราะห์ร้ายมิให้จรเอา
เครื่องทอง	เครื่อง-ทอง		ห้ผูกม้าเครื่องทองละอองศรีอา
ขานไข	ขาน-ไข		ารย์ท่านขานไขขอจงทราบบา
วันพรุ่งนี้	วัน-พรุ่ง-นี้		งลงบาญชีวันพรุ่งนี้เกณฑ์ตรงไป
ดับทุกข์	ดับ-ทุก		ังจะช่วยดับทุกข์ให้สุขีเที
ครัดเคร่ง	ครัด-เคร่ง		นอาจารย์ครัดเคร่งบำเพ็งเพีย
ขับพล	ขับ-พน		่งทัพให้ขับพล¦ไม่ออกจาก
เครื่องใช้สอย	เครื่อง-ใช้-สอย		หลายร้อยเครื่องใช้สอยรอกเชือกให
สามิภักดิ์	สา-มิ-พัก		ู่ที่ไหนสามิภักดิ์เข้ามาเป็น
ลงนอน	ลง-นอน		เร่าร้อนลงนอนครวญให้อัก
ชายา	ชา-ยา		ขอฝากวันชายาธิดาด้วยพ่
เป็นน้ำ	เป็น-น้ำ		วิชาขลังเป็นน้ำขังทั่วไปท
คนใน	คน-ไน		ป่าลองดูคนในลำกำปั่นถู
ดาบสินี	ดาบ-สิ-นี		ฐากับสองดาบสินีเธอลีลาเสด
ชายทะเล	ชาย-ทะ-เล		ข้างท้ายชายทะเลพระทรงฟังส
ตำลึง	ตำ-ลึง		ทองหมื่นตำลึงได้ไว้ใช้ก
เคหา	เค-หา		ทางลงจากเคหาหมายมรรคาต
ลามลวน	ลาม-ลวน		นึ่งหลานลามลวนไม่ควรเลยอ
เฝ้าแหน	เฝ้า-แหน		นนางเข้าเฝ้าแหนแน่นพระโรง
ไพรวัน	ไพร-วัน		ป่าไม้ในไพรวันหกกษัตริย์
ยากไร้	ยาก-ไร้		ู้เพื่อนยากไร้ไกลสถานเคย
ทะนง	ทะ-นง		งใจจงนึกทะนงอยู่ในใจบอ
ฤดี	รึ-ดี		รีย์ร่วมฤดีเดือนหงายส
บีฑา	บี-ทา		มิให้ภัยบีฑาสีกาโยมจะใ
แช่มช้อย	ช่วม-ช้อย	sound mismatch @1 (แช่ม vs ช่วม)	หน้าตาก็แช่มช้อยแต่โง่น้อย
คนดู	คน-ดู		สูแก่ผู้คนดูช่างซนสิ้น
กระบุง	กระ-บุง		ช้ให้หามกระบุงใหญ่เลี้ยง
วิลาวัณย์	วิ-ลา-วัน		นางมัจฉาวิลาวัณย์อยู่ที่นั่
ซักซ้อม	ซัก-ซ้อม		ีพร้อมจงซักซ้อมจำเรียงเสี
ชื่อเสียง	ชื่อ-เสียง		ับถือไว้ชื่อเสียงเป็นอย่างเ
ฤดู	รึ-ดู		ดปรารถนาฤดูนี้ใช่ฝนจน
เทพารักษ์	เท-พา-รัก		าถอภิวาทเทพารักษ์ลักษมีขอบพ
ยับเยิน	ยับ-เยิน		กองทัพจะยับเยินเกิดเผอิญร
บ่นว่า	บ่น-ว่า		ัจฉาบ้างบ่นว่าพ่อแม่แก่ช
เล็กน้อย	เล็ก-น้อย		แต่เพียงเล็กน้อยตามรอยทางส
เจ้าข้า	เจ้า-ข้า		แก่ประชาเจ้าข้าเอ๋ยแม้นเส
ฟายน้ำตา	ฟาย-น้ำ-ตา		งร้องไห้ฟายน้ำตาเมาสุราราก
มาดหมาย	มาด-หมาย		ปีศาจมันมาดหมายพอแลเห็นเร
โอนอ่อน	โอน-อ่อน		งสัยยิ่งโอนอ่อนผ่อนตามยิ่
ดับเครื่อง	ดับ-เครื่อง		พมณฑปประดับเครื่องสำหรับราชว
ประทีป	ประ-ทีบ		มแจ้งแสงประทีปก็ริบหรี่เ
นางห้าม	นาง-ห้าม		าสุรางค์นางห้ามตามเสด็จใส
ได้ดี	ได้-ดี		ใจพ่อคิดได้ดียิ่งจริงจร
มิจฉา	มิด-ฉา		บทกาเมสุมิจฉาหนาออเงือก
สอดใส่	สอด-ไส่		อุไรพลางสอดใส่ฉลององค์อล
ไหวติง	หวง-ติง	sound mismatch @1 (ไหว vs หวง)	กลิ้งไม่ไหวติงนิ่งไปแกใจ
แข็งแรง	แข็ง-แรง		รุ้งกล้าแข็งแรงนักหนาให้ล
ไข้ใจ	ไข้-ใจ		ากันโรคาไข้ใจไม่สบาย¦นา
ฟูมฟัก	ฟูม-ฟัก		รุญรักมาฟูมฟักหมกมุ่นอย่
เสนหา	เสน-หา		ดเคลื่อนเสนหาให้อาลัยขอ
หน่วงเหนี่ยว	หน่วง-เหนี่ยว		ด้ผูกพันหน่วงเหนี่ยวเป็นเกี่ยว
ง่วงเหงา	ง่วง-เหงา		ห้ข้าศึกง่วงเหงาทั้งหาวนอน
กลิ้งเกลือก	กลิ้ง-เกลือก		งนอนกลาดกลิ้งเกลือกเสลือกสลนพ
จามร	จา-มอน		ฝูงกระจงจามรีชะนีไพร¦พ
สุดใจ	สุด-ใจ		อาลัยสายสุดใจจงขึ้นมาหา
เจียระบาด	เจีย-ระ-บาด		ูเฉิดฉินเจียระบาดคาดทับประด
เห็นชอบ	เห็น-ชอบ		ินทร์พระเห็นชอบตอบว่าถ้าเ
ผู้เดียว	พู่-เดียว		้แม่อยู่ผู้เดียวเปลี่ยววิญ
เคลียคลอ	เคลีย-คลอ		กง้อเฝ้าเคลียคลอเคล้ากันบน
ท่ามกลาง	ท่าม-กลาง		าวคำเป็นท่ามกลาง¦อันท้าวไท
ร้องถาม	ร้อง-ถาม		องแล้วก็ร้องถามไปดั่งใจจง
สุริโย	สุ-ริ-โย		วนจะรุ่งสุริโยอโณทัยแกดู
ตะคอก	ตะ-คอก		ย่ามาขู่ตะคอกพูดหลอกลิง
มุ่งมาด	มุ่ง-มาด		คงสมสิ่งมุ่งมาดปรารถนาจึ่
วิลันดา	วิ-ลัน-ดา		ัดอัศตันวิลันดาเป็นโจราห้
ปกเกล้า	ปก-เกล้า		้สุกใสพอปกเกล้าเหล่าประชา
ระวังตัว	ระ-วัง-ตัว		คืองเข็ญระวังตัวผันผ่อนที่
เสาโคม	เสา-โคม		กอ่าวริมเสาโคมพอเห็นพระอ
แสงจันทร์	แสง-จัน		จ่างแจ้งแสงจันทร์แจ่มเจริญพ
เข้าข้าง	เข้า-ข้าง		งผินหลังเข้าข้างฝาจึงเข้าไ
มั่งคั่ง	มั่ง-คั่ง		งขันทั้งมั่งคั่งตั้งห้างต่
สินทรัพย์	สิน-ซับ		กำชับเอาสินทรัพย์มอบหมายราย
รุกขา	รุก-ขา		ข้าป่าชมรุกขาเขาไม้ไพรร
เบื้องหน้า	เบื้อง-น่อ	sound mismatch @2 (หน้า vs น่อ)	ังนิพพานเบื้องหน้าให้ถาวร¦ได
จับใจ	จับ-ใจ		อยเรื่อยจับใจพอหายหมองแ
ไกล่เกลี่ย	ไกล่-เกลี่ย		ำเยียจึงไกล่เกลี่ยกล่าวคำเป็
สุกร	สุ-กอน		ะไก่นกยกสุกรมาวางซ้อนต
ล้มลุก	ล้ม-ลุก		นเจ็บไข้ล้มลุกลงคลุกคลาน
เดียดฉันท์	เดียด-ฉัน		เคียดไม่เดียดฉันท์ท่านมิได้ท
นิคาลัย	นิ-คา-ไล		่กาลมรณานิคาลัย¦จึงปลุกไพ
ตะกาย	ตะ-กาย		เป็นม่ายตะกายดิน¦นี่แน่
การงาน	กาน-งาน		่าขานที่การงานข้อไรจะได้
เหมือนก่อน	เหมือน-ก่อน		นอุทุมพรเหมือนก่อนกาลพนักงาน
อ่าองค์	อ่า-อง		กษัตริย์อ่าองค์แล้วสรงชลท
เป็นห่วง	เป็น-ห่วง		นักหน่วงเป็นห่วงใยแม้นรีบไ
ง้องอน	ง้อ-งอน	sound mismatch @1 (ง้อง vs ง้อ);sound mismatch @2 (อน vs งอน)	นกูก็ไม่ง้องอนอย่าค่อนแค
มีธุระ	มี-ทุ-ระ		นกลางคืนมีธุระสิ่งใดอย่า
ก็ตามที	ก็-ตาม-ที		องท่านมีก็ตามทีแต่จะใช้ได
โลดเต้น	โลด-เต้น		านไหวออกโลดเต้นเข่นเขี้ยว
ปีกขวา	ปีก-ขวา		งปีกซ้ายปีกขวาสารพันขุนน
ด่าทอ	ด่า-ทอ		ิ่งโกรธาด่าทอคอเป็นเอ็น
รู้ที	รู้-ที		สนทวีไม่รู้ที่จะคิดอ่าน
ดูเถิด	ดู-เถิด		ันไปเจ้าดูเถิดแต่ปลามัจฉ
มธุรส	มะ-ทุ-รด		างจึ่งมีมธุรสพจมานก่อรำ
หัวเมือง	หัว-เมือง		ใหญ่หลายหัวเมือง¦มีขวดแก้ว
ทำเนียบ	ทำ-เนียบ		ปรียบชักทำเนียบเรื่องนิทา
ประชาราษฎร์	ประ-ชา-ราด		หล่าเสนาประชาราษฎร์ใครขัดขาดก
ตำหนักแพ	ตำ-หนัก-แพ		ท่าสำนักตำหนักแพ¦เดินกระบว
เบียดเบียน	เบียด-เบียน		จหาญทั้งเบียดเบียนเฆี่ยนฆ่าด
พระเวท	พระ-เวด		สาไสยเพทพระเวทมนตร์¦พระอ
คนตาย	คน-ตาย		องกลับมาคนตายลงหลายพัน¦
เจ้าเล่ห์	เจ้า-เล่		หลวงเฒ่าเจ้าเล่ห์ลงจากรถพร้
ทิ่มแทง	ทิ่ม-แทง		ดผันบ้างทิ่มแทงแพลงพลาดบ้
สมอ	สะ-หมอ		ู่ชายหาดสมอขาดปะกันบ้
น้ำชา	น้ำ-ชา		ัดบุหรี่น้ำชามาให้ฉันแล
เหตุการณ์	เหด-กาน		สืบกิจจาเหตุการณ์สถานใดครั้
หนำใจ	หนำ-ใจ		ูจะทำให้หนำใจท้าวโกสัยม
ขับไม้	ขับ-ไม้		วกสำหรับขับไม้มโหรีมาพร้
ขุมขน	ขุม-ขน		อชุ่มทุกขุมขนลมก็ซัดเรื
กระบอก	กระ-บอก		วงจิตออกกระบอกหูให้หาวนอ
รบศึก	รบ-สึก		รู้จะสู้รบศึกตลบซ้ายขวา
ปลดปลง	ปลด-ปลง		ายหมดไม่ปลดปลง¦ขุนนางรับ
ยอกย้อน	ยอก-ย้อน		ีมาแกล้งยอกย้อนคิดผ่อนผัน
นึกได้	นึก-ได้		บภพไกรก็นึกได้เรียกผัวขอ
ดังนี้	ดัง-นี้		รงสั่งมาดังนี้จะยกไปหลาย
กราบลา	กราบ-ลา		รลัยแล้วกราบลาพาสองพี่น้
ฝึกปรือ	ฝึก-ปรือ		บถือเร่งฝึกปรือเช่นกูสอนค
ต้อนรับ	ต้อน-รับ		าก็ปรีดาต้อนรับกองทัพพลัน
คทา	ทะ-ทา		นศิลาถือคทาธรแก้วแสงแ
สากล	สา-กน		นทร์ปิ่นสากลเธอยกพลมาย
แย้มสรวล	แย้ม-สวน		แก้มแล้วแย้มสรวลกระจกส่องล
ชุ่มชื่น	ชุ่ม-ชื่น		วันคืนพอชุ่มชื่นในอุราประส
มัวเมา	มัว-เมา		างตัวที่มัวเมา¦จะยกออกต่
พัวพัน	พัว-พัน		เองก็เคยพัวพันทั้งมันหวา
ขี้หึง	ขี้-หึง		ณมาลีเธอขี้หึงนั่นเขาจึง
นั่นแหละ	นั่น-แหละ		ยงไพร่พลนั่นแหละสมกับที่โง
ทำผิด	ทำ-ผิด		่อเดิมทีทำผิดด้วยคิดกลั
ห่างเห	ห่าง-เห		รมร้างไปห่างเหเห็นจะมาพร
กบิลพัสดุ์	กะ-บิน-พัด		กปากอ่าวกบิลพัสดุ์ระลอกซัดเร
เรือบด	เรือ-บด		ไขพลางลงเรือบดพลันด้วยทั
สีแดง	สี-แดง		กิดเหล็กสีแดงแสงตะวันใน
มโหฬาร	มะ-โห-ลาน	syllable count differs (ssg 2 vs w2p 3)	ุถึงศุโขมโหฬาร¦ป่างพระปิ
อำพน	อำ-พน		ริยนพื้นอำพนแจ่มฟ้าดาร
ประทับตรา	ประ-ทับ-ตรา		ล้วก็พับประทับตราอ่านคาถาให
กาสัก	กา-สัก		กพลในลังกาสักห้าวัน¦พอพ
ไต่สวน	ต่าย-สวน	sound mismatch @1 (ไต่ vs ต่าย)	ู้ใหญ่จะไต่สวนข้าพเจ้าที
ตาเหลือง	ตา-เหลือง		สิหวาให้ตาเหลืองคงสมคิดตอบ
ไพรสณฑ์	ไพร-สน		ุ่มไม้ในไพรสณฑ์มันเดินพูด
กระหมวด	กระ-หมวด		พฤฒาเฒ่ากระหมวดเกล้าเอนหล
บรรลุ	บัน-ลุ		ิบห้าวันบรรลุถึงรมจักรเ
เพื่อนยาก	เพื่อน-ยาก		ันดารพ่อเพื่อนยากจากไปมิได้
เป็นมิตร	เป็น-มิด		ตระกูลคบเป็นมิตรของเราเขาค
จู้จี้	จู้-จี้		พอดีทั้งจู้จี้เต็มเบื่อเ
หวาดหวั่น	หวด-หวั่น	sound mismatch @1 (หวาด vs หวด)	ิงกันให้หวาดหวั่นวิญญาณ์ระอ
เสียเปล่า	เสีย-เปล่า		จะเห็นใจเสียเปล่าเปล่าไม่เข
รีบเร่ง	รีบ-เร่ง		จหมายให้รีบเร่งพวกพหลพลนิ
ออกปาก	ออก-ปาก		แห่แลไสวออกปากน้ำนำพลสกล
ล้วนแต่	ล้วน-แต่		ส่จานทองล้วนแต่ของเอมโอชโ
วิเสท	วิ-เสด		นสบายพวกวิเสทจัดแจงแต่ง
ใจจะขาด	ใจ-จะ-ขาด		ามตามแต่ใจจะขาดในองค์ศีลไ
กริ่งใจ	กริ่ง-ใจ		จริงอย่ากริ่งใจบาทหลวงได้
พึมพำ	พึม-พำ		กันเสียงพึมพำตามทำนอง¦แ
ดูท่าทาง	ดู-ท่า-ทาง		ต่อบูรพาดูท่าทาง¦พวกล้าต้า
รูปงาม	รูบ-งาม		์กะจิริดรูปงามทรามสงสารบ
จวนค่ำ	จ-วน-ค่ำ		าว่าเวลาจวนค่ำย่ำระฆัง¦ฝ
คู่สร้าง	คู่-ส้าง		สว่างคือคู่สร้างพระธิดามาร
ทั่วกัน	ทั่ว-กัน		ี้ยงดาบสทั่วกันหมดพร้อมแต
นลาฏ	นะ-ลาด		บุตรีศรีนลาฏดังดวงจันท
บานพับ	บาน-พับ		อยสังวาลบานพับประดับเพชร
ประจักษ์แจ้ง	ประ-จัก-แจ้ง		ู่หนักคงประจักษ์แจ้งใจที่ไต่ถา
สะเทิ้น	สะ-เทิ้น		ห่างเหินสะเทิ้นใจสิ้นอาลั
อย่างนั้น	หย่าง-นั้น		ะอ้างเอาอย่างนั้นจึงให้ถามต
ทะเลาะ	ทะ-เลาะ		แพรเพลาะทะเลาะเถียงที่เก
หมองใจ	หมอง-ใจ		นข้องให้หมองใจก็ต้องไปสู
จังกา	จัง-กา		จหวังปืนจังกาหน้าท้ายรา
ปีกกา	ปีก-กา		งศรีป้อมปีกกาสารพันกันไ
สะเดาะ	สะ-เดาะ		งชาตาเสกสะเดาะเคราะห์ร้า
ออกรับ	ออก-รับ		ต่กองทัพออกรับรองให้ถูกต
วสุ	วะ-สุ		ักหนาแล้วสุมให้เป็นเถ
กระชั้นชิด	กระ-ชั้น-ชิด		ด้วยกริชกระชั้นชิดรบกันเสียง
เพลงยาว	เพลง-ยาว		กหลานอันเพลงยาวเล่ายังทำไ
ประกอบ	ประ-กอบ		นต์เวทมีประกอบได้สอบสวนแ
ปิดป้อง	ปิด-ป้อง		้าราญรอนปิดป้องคล่องด้วยก
พระรูป	พระ-รูบ		ิงขรไหว้พระรูปเทวฤทธิ์ปร
เยือกเย็น	เยือก-เย็น		พื้นสุธาเยือกเย็นเกิดเป็นฝน
ตกแต่ง	ตก-แต่ง		ัดจัดแจงตกแต่งหาฝ่ายท่าน
วัดวา	วัด-วา		ิหนำทั้งวัดวาป่นปี้ระยี
พาดพิง	พาด-พิง		งฆราชพูดพาดพิงท้าวโกสัยว
ผีเสื้อน้ำ	ผี-เสื้อ-น้ำ		้งตัวนางผีเสื้อน้ำซ้ำมาถึงทำ
เชื่อถือ	เชื่อ-ถือ		ารยาด้วยเชื่อถือมิได้แหนงร
กระฉอก	กระ-ฉอก		าสุธาไหวกระฉอกฉาดหาดเหวเ
นิคม	นิ-คม		ระทมเป็นนิคมคามเขตคุ้ม
มงคล	มง-คน		เหตุผลทำมงคลเสกด้ายสาย
บังคมทูล	บัง-คูม-ทน	sound mismatch @3 (ทูล vs ทน)	จึงประนมบังคมทูลพระบุตรีมี
คำเป็น	คำ-เป็น		ธิบายข้อคำเป็นตำรา¦เป็นแ
อิจฉา	อิด-ฉา		ุจริตไม่อิจฉาบำรุงเลี้ย
คลายใจ	คลาย-ใจ		่กายค่อยคลายใจพูดกันไปอย
ได้กลิ่น	ได้-กลิ่น		ถายาสะกดได้กลิ่นรสจิตหวิวใ
พัดพา	พัด-พา		ระพายพานพัดพาสุมาลัย¦กำ
สิ้นชาติ	สิ้น-ชาด		ณฬาราชก็สิ้นชาติเชื้ออังกฤ
ผูกจิต	ผูก-จิด		ม้นกังวลผูกจิตพิสมัยจะได
กล่อมเกลี้ยง	กล่อม-เกลี้ยง		ยสั่งสอนกล่อมเกลี้ยงเลี้ยงรักษ
น่าเอ็นดู	น่า-เอ็น-ดู		ร้อยเสมาน่าเอ็นดูเอาเศษผ้าม
รุกไล่	รุก-ไล่		าแม้นมันรุกไล่เอาไฟโยน¦ค
ซ้ำเติม	ซ้ำ-เติม		หน่ำทั้งซ้ำเติมเจ้าเมืองเ
ถามข่าว	ถาม-ข่าว		ดินตามมาถามข่าวในเรื่องรา
เป็นแถว	เป็น-แถว		ก้วเรียงเป็นแถวแต่งตั้งดั
สุดกำลัง	สุด-กำ-ลัง		สายสมุทรสุดกำลังโอ้ตัวเราเ
แต่งงาน	แต่ง-งาน		ภิรมยาจะแต่งงานการวิวาห์ใ
แก้เผ็ด	แก้-เผ็ด		้าเช็ดจะแก้เผ็ดไพรีไม่หนี
เกียกกาย	เกียก-กาย		นสองด้านเกียกกายรายพหลแล้ว
เสากระโดง	เสา-กระ-โดง		ักสายโยงเสากระโดงเภตราทาน้ำ
เจ้ากรรม	เจ้า-กำ		ของเขาอีเจ้ากรรม¦เพราะมึงล
ที่ปรึกษา	ที่-ปรึก-สา		กแจ้งคดีที่ปรึกษาใครจะเห็นอ
เชิงชั้น	เชิง-ชั้น		่กันเป็นเชิงชั้นช่องผาศิลา
เนินเขา	เนิน-เขา		าหากินบนเนินเขามันจึ่งเข้
กล้ำกลืน	กล้ำ-กลืน		อื้นค่อยกล้ำกลืนชลนาแล้วว่
คมขำ	คม-ขำ		นทองคำดูคมขำพริ้งพร้อม
ราคา	รา-คา		งหรือตัดราคาตัณหาขาดมึ
หายวับ	หยาว-บับ	sound mismatch @1 (หาย vs หยาว)	เดี๋ยวใจหายวับไปลับตัว¦บ
เบาความ	เบา-ความ		้เฒ่านี้เบาความไม่งุ่มง่า
ลองดู	ลอง-ดู		ล้องเป่าลองดูคนในลำกำปั
เกะกะ	เกะ-กะ		่าพักพูดเกะกะเที่ยวระรา
อึงมี่	อึง-มี่		ลาสีต่างอึงมี่เรียกกันเส
อังสา	อัง-สา		โลหิตอาบอังสาแทบอาสัญที
เว้นแต่	เว้น-แต่		าแน่นหนาเว้นแต่เหาะเหินได
นักปราชญ์	นัก-ปราด		ชะนางผู้นักปราชญ์กวาดบันได¦
ลูกค้า	ลูก-ค้า		ีไหนทั้งลูกค้ามาขายสบายใ
มะลิ	มะ-ลิ		สรมะลุลีมะลิวัลย์พันขจ
น่ากลัว	น่า-กลัว		ิ้นท่าดูน่ากลัวเดินไว้ตัว
คานหาม	คาน-หาม		าเฒ่าขี่คานหามออกตามไปทั
วาดรูป	วาด-รูบ		ระดาษที่วาดรูปมากอดจูบจิ
อัดแอ	อัด-แอ		อยดูแลมาอัดแอรถรัตน์อัส
โตมร	โต-มอน		ธเสโล่แลโตมรธนูศรดาบดั
ชั้นบน	ชั้น-บน		สวรรค์ในชั้นบนคิดผ่อนปรน
โอชา	โอ-ชา		รื่องขนมโอชาสารพันเสวย
เคล้าคลึง	เคล้า-คลึง		าเป็นคู่เคล้าคลึงคลอลออศรีน
ว่าแต่	ว่า-แต่		¦บาทหลวงว่าแต่เจ้าคุณยัง
ล้นพ้น	ล้น-พ้น		ไกลเหลือล้นพ้นประมาณหรือ
เหนื่อยยาก	เหนื่อย-ยาก		นเห็นที่เหนื่อยยากกรากกรำต้อ
เกรงขาม	เกรง-ขาม		วเองอย่าเกรงขามพยายามเอาใ
พุ่มไม้	พุ่ม-ไม้		ือนหนึ่งพุ่มไม้ไพรระหงพอบ
ยาใจ	ยา-ใจ		ลิวฟ้ามายาใจให้หนาวในท
ปิดประตู	ปิด-ประ-ตู		้องเวหนเปิดประตูรีบเดินดำเ
ชุมนุม	ชุม-นุม		นหกนายไปชุมนุมแอบสุมทุมภ
ลับหลัง	ลับ-หลัง		ย้อนทัพกลับหลังมันตั้งมั่
ฝ่ายขวา	ฝ่าย-ขวา		นตายข้างฝ่ายขวาใส่ประแจแม
ต่อกัน	ต่อ-กัน		านขุดบ่อต่อกันไป¦มากินอย
ดงดาน	ดง-ดาน		องค์เข้าดงดานชมห้วยธารเ
เดือดร้อน	เดือด-ร้อน		็นทุกขังเดือดร้อนควรผ่อนผัน
ละไม	ละ-ไม		อมละม่อมละไมเหล่าสุราง
ไตรลักษณ์	ไตร-ลัก		ึกถึงพระไตรลักษณ์หักประหารก
ตอบแทน	ตอบ-แทน		งคงสมคิดตอบแทนที่แค้นเคื
ลำบากใจ	ลำ-บาก-ใจ		ตมถอนยากลำบากใจ¦พวกเสนาดา
อเนก	อะ-เหนก		บสมทบทัพอเนกนับแสนยาโย
กิเลน	กิ-เลน		หมีเมียงกิเลนเรียงเดินร
มรรคา	มัน-คา		เสด็จตามมรรคาหน้าสิงขรห
อำนวยพร	อำ-นวย-พอน		องไปช่วยอำนวยพร¦พระทราบสิ
ตัดสิน	ตัด-สิน		าซ้ายขวาตัดสินความสิ่งใด
ละเม็ด	ละ-เม็ด		บเพชรแต่ละเม็ดแจ่มจัดจำร
กัณฐี	กัน-นี		เทพินนิลกัณฐีตรีพลำให้ร
ยายี	ยา-ยี		ากโรคามายายีไพร่ผู้ดีใ
อุดม	อุ-ดม		ปตาหวีมีอุดมที่จะให้ไป
